sample_id,text_type,label,attack_percentage,snr
9042,human_baseline,0,0.4,1.1021383215595566
9043,original_ai,1,0.4,1.8366611918590297
9044,translated,1,0.4,1.783371733054616
9045,substituted,1,0.4,1.2016098384641936
9046,paraphrased,1,0.4,0.906559144709654
9047,mixed_text,1,0.4,0.8522253352988348
9048,human_baseline,0,0.4,0.7055828056724794
9049,original_ai,1,0.4,1.3533438951269108
9050,translated,1,0.4,1.30768650280647
9051,substituted,1,0.4,0.9289103353231836
9052,paraphrased,1,0.4,1.0037553321472554
9053,mixed_text,1,0.4,1.1899939782822893
9054,human_baseline,0,0.4,0.8142027035708588
9055,original_ai,1,0.4,2.2109964955421364
9056,translated,1,0.4,1.604838378602049
9057,substituted,1,0.4,1.2648235850576608
9058,paraphrased,1,0.4,0.7669762970766852
9059,mixed_text,1,0.4,1.2715701396023564
9060,human_baseline,0,0.4,0.8172155796436433
9061,original_ai,1,0.4,2.68712241544884
9062,translated,1,0.4,1.4457526592244578
9063,substituted,1,0.4,1.2007371498227948
9064,paraphrased,1,0.4,1.2014248381363906
9065,mixed_text,1,0.4,1.1595098838003737
9066,human_baseline,0,0.4,1.0467702262239058
9067,original_ai,1,0.4,1.7529704270418394
9068,translated,1,0.4,1.6330303033570206
9069,substituted,1,0.4,1.475885572183212
9070,paraphrased,1,0.4,1.163745442084868
9071,mixed_text,1,0.4,1.4788349469288895
9072,human_baseline,0,0.4,1.05573647590917
9073,original_ai,1,0.4,1.9813412364807728
9074,translated,1,0.4,2.2623102229334067
9075,substituted,1,0.4,1.6091799258644988
9076,paraphrased,1,0.4,1.7737321558046355
9077,mixed_text,1,0.4,1.7375477242346091
9078,human_baseline,0,0.4,0.9335246340656604
9079,original_ai,1,0.4,2.1848430266331134
9080,translated,1,0.4,1.863656451701316
9081,substituted,1,0.4,1.4258119834563223
9082,paraphrased,1,0.4,1.312659010767119
9083,mixed_text,1,0.4,1.0823426763171904
9084,human_baseline,0,0.4,0.8839247980440874
9085,original_ai,1,0.4,2.047240115907227
9086,translated,1,0.4,1.173554497710285
9087,substituted,1,0.4,1.441967618143361
9088,paraphrased,1,0.4,0.9947300385230032
9089,mixed_text,1,0.4,1.347438444214136
9090,human_baseline,0,0.4,1.0038821371242594
9091,original_ai,1,0.4,1.7835022278826624
9092,translated,1,0.4,1.523644552919668
9093,substituted,1,0.4,1.7443773081579372
9094,paraphrased,1,0.4,1.2610617489190972
9095,mixed_text,1,0.4,1.5397447063139504
9096,human_baseline,0,0.4,0.7107685207686103
9097,original_ai,1,0.4,1.8131765730951332
9098,translated,1,0.4,1.0912665434636992
9099,substituted,1,0.4,1.9708893104726704
9100,paraphrased,1,0.4,1.4822421766273215
9101,mixed_text,1,0.4,0.785262793892606
9102,human_baseline,0,0.4,1.022044920060437
9103,original_ai,1,0.4,1.4912328290163783
9104,translated,1,0.4,1.3950085146794795
9105,substituted,1,0.4,1.4706489971531342
9106,paraphrased,1,0.4,0.8938049263756569
9107,mixed_text,1,0.4,1.6358483442959926
9108,human_baseline,0,0.4,1.467626860822387
9109,original_ai,1,0.4,1.5330193380752
9110,translated,1,0.4,1.57103596775336
9111,substituted,1,0.4,1.271867955439047
9112,paraphrased,1,0.4,1.253500615658689
9113,mixed_text,1,0.4,1.6508967777995194
9114,human_baseline,0,0.4,0.9980994025942111
9115,original_ai,1,0.4,1.5543953027310011
9116,translated,1,0.4,1.4921352671690855
9117,substituted,1,0.4,0.9820572543559672
9118,paraphrased,1,0.4,0.9995623672644454
9119,mixed_text,1,0.4,1.241255384378176
9120,human_baseline,0,0.4,1.2823540751441498
9121,original_ai,1,0.4,1.8079932663713751
9122,translated,1,0.4,1.4991720283442185
9123,substituted,1,0.4,1.132118091442205
9124,paraphrased,1,0.4,0.9821921386359104
9125,mixed_text,1,0.4,1.5730739305630932
9126,human_baseline,0,0.4,0.9082443730842747
9127,original_ai,1,0.4,2.461577738162842
9128,translated,1,0.4,2.1401525376064594
9129,substituted,1,0.4,2.35070577168366
9130,paraphrased,1,0.4,1.3900218838520642
9131,mixed_text,1,0.4,1.321242461417392
9132,human_baseline,0,0.4,1.148279464408409
9133,original_ai,1,0.4,1.418203909731157
9134,translated,1,0.4,1.3305705775041572
9135,substituted,1,0.4,1.320583100242258
9136,paraphrased,1,0.4,1.0596034535808387
9137,mixed_text,1,0.4,1.3117840473986768
9138,human_baseline,0,0.4,0.6408883527790565
9139,original_ai,1,0.4,2.8079861635426866
9140,translated,1,0.4,2.188044052645125
9141,substituted,1,0.4,1.3490082290351983
9142,paraphrased,1,0.4,1.364577992187517
9143,mixed_text,1,0.4,1.0744270377689726
9144,human_baseline,0,0.4,0.906351026604765
9145,original_ai,1,0.4,1.2287384114805229
9146,translated,1,0.4,1.2248984673321297
9147,substituted,1,0.4,0.9716881387648738
9148,paraphrased,1,0.4,1.1118485447900877
9149,mixed_text,1,0.4,1.1525622170932552
9150,human_baseline,0,0.4,0.8918551805433541
9151,original_ai,1,0.4,2.119315742351947
9152,translated,1,0.4,1.3620058512126836
9153,substituted,1,0.4,0.8295597648626143
9154,paraphrased,1,0.4,0.9015626264504112
9155,mixed_text,1,0.4,1.048979677254949
9156,human_baseline,0,0.4,1.0465741513670197
9157,original_ai,1,0.4,2.4869230145023304
9158,translated,1,0.4,1.975737132276817
9159,substituted,1,0.4,1.6452368665032011
9160,paraphrased,1,0.4,1.34387755552199
9161,mixed_text,1,0.4,1.7680198436988812
9162,human_baseline,0,0.4,0.8464140262117811
9163,original_ai,1,0.4,1.9891606190176756
9164,translated,1,0.4,1.780855880612196
9165,substituted,1,0.4,1.175838530285159
9166,paraphrased,1,0.4,1.2242046835537217
9167,mixed_text,1,0.4,0.8776091869760634
9168,human_baseline,0,0.4,1.2129897075107012
9169,original_ai,1,0.4,2.214580546418611
9170,translated,1,0.4,2.0468741417013274
9171,substituted,1,0.4,1.049241180450282
9172,paraphrased,1,0.4,0.8789358293521133
9173,mixed_text,1,0.4,1.8108063533510264
9174,human_baseline,0,0.4,1.0126840013821716
9175,original_ai,1,0.4,2.0406748321874275
9176,translated,1,0.4,1.6008957289849015
9177,substituted,1,0.4,1.3044932462918248
9178,paraphrased,1,0.4,0.9246301670551584
9179,mixed_text,1,0.4,1.101554753371918
9180,human_baseline,0,0.4,1.067069771966284
9181,original_ai,1,0.4,2.043448022550581
9182,translated,1,0.4,1.6400038055525192
9183,substituted,1,0.4,0.954925045716748
9184,paraphrased,1,0.4,1.2309473273559302
9185,mixed_text,1,0.4,1.202537396322387
9186,human_baseline,0,0.4,0.7715341142838895
9187,original_ai,1,0.4,2.1859726407158613
9188,translated,1,0.4,2.025062357457589
9189,substituted,1,0.4,1.1034279673983125
9190,paraphrased,1,0.4,1.1059346558121084
9191,mixed_text,1,0.4,1.1661402211714638
9192,human_baseline,0,0.4,0.6656000979580519
9193,original_ai,1,0.4,2.3415892018253945
9194,translated,1,0.4,1.4246981230519369
9195,substituted,1,0.4,1.5373454018048454
9196,paraphrased,1,0.4,1.374208030054459
9197,mixed_text,1,0.4,1.0629156342988444
9198,human_baseline,0,0.4,1.4424890347819077
9199,original_ai,1,0.4,2.3899642764267908
9200,translated,1,0.4,1.1673463170751257
9201,substituted,1,0.4,1.231047211398108
9202,paraphrased,1,0.4,0.8210630830563413
9203,mixed_text,1,0.4,1.3958759282435966
9204,human_baseline,0,0.4,0.9103716781315396
9205,original_ai,1,0.4,2.100719298105695
9206,translated,1,0.4,1.1138145754730953
9207,substituted,1,0.4,1.0480099070539224
9208,paraphrased,1,0.4,1.3189481784114598
9209,mixed_text,1,0.4,1.6309254521295748
9210,human_baseline,0,0.4,0.8769083184702197
9211,original_ai,1,0.4,4.578744665810345
9212,translated,1,0.4,1.9978229530097495
9213,substituted,1,0.4,0.9904986199254728
9214,paraphrased,1,0.4,2.310885538691318
9215,mixed_text,1,0.4,1.5045749777481312
9216,human_baseline,0,0.4,1.0040121336566037
9217,original_ai,1,0.4,1.7055103519444776
9218,translated,1,0.4,1.3790230454499968
9219,substituted,1,0.4,1.3200575191904893
9220,paraphrased,1,0.4,1.3291264862223535
9221,mixed_text,1,0.4,1.3281614459407038
9222,human_baseline,0,0.4,1.236835750244353
9223,original_ai,1,0.4,1.110411188724176
9224,translated,1,0.4,1.0600333903536978
9225,substituted,1,0.4,1.191735503291213
9226,paraphrased,1,0.4,0.8152716189126716
9227,mixed_text,1,0.4,1.2220606616843344
9228,human_baseline,0,0.4,0.7242678955977978
9229,original_ai,1,0.4,1.0884267934709344
9230,translated,1,0.4,0.9380466374161268
9231,substituted,1,0.4,1.4008782177825585
9232,paraphrased,1,0.4,0.8095478357397876
9233,mixed_text,1,0.4,0.7402872340747343
9234,human_baseline,0,0.4,2.0403572099741765
9235,original_ai,1,0.4,1.337755432836173
9236,translated,1,0.4,1.0513434066406735
9237,substituted,1,0.4,1.6389098642310729
9238,paraphrased,1,0.4,1.1739183501969406
9239,mixed_text,1,0.4,2.046631483698988
9240,human_baseline,0,0.4,1.1594101103042067
9241,original_ai,1,0.4,2.3313609090343745
9242,translated,1,0.4,1.3440507205189998
9243,substituted,1,0.4,1.103075039501763
9244,paraphrased,1,0.4,1.6240797300592984
9245,mixed_text,1,0.4,1.1426513228784816
9246,human_baseline,0,0.4,0.8322095149518584
9247,original_ai,1,0.4,3.122659054527708
9248,translated,1,0.4,3.179680499620902
9249,substituted,1,0.4,1.1377076758049485
9250,paraphrased,1,0.4,1.830827623103636
9251,mixed_text,1,0.4,1.0510450311243245
9252,human_baseline,0,0.4,0.765968102049844
9253,original_ai,1,0.4,1.257474740503076
9254,translated,1,0.4,1.2297845197393376
9255,substituted,1,0.4,0.9248330486082172
9256,paraphrased,1,0.4,1.1005453578645414
9257,mixed_text,1,0.4,0.9723363997311562
9258,human_baseline,0,0.4,0.7833817199488304
9259,original_ai,1,0.4,2.1645971949661966
9260,translated,1,0.4,1.409015728042292
9261,substituted,1,0.4,1.440849926659759
9262,paraphrased,1,0.4,1.3783793772600068
9263,mixed_text,1,0.4,0.8931116067145207
9264,human_baseline,0,0.4,1.3316942284383462
9265,original_ai,1,0.4,1.7212579898545668
9266,translated,1,0.4,1.6893047938602357
9267,substituted,1,0.4,1.2605425050271248
9268,paraphrased,1,0.4,2.2345918497790627
9269,mixed_text,1,0.4,1.6969630860152682
9270,human_baseline,0,0.4,1.0589409411659376
9271,original_ai,1,0.4,2.2923205594700464
9272,translated,1,0.4,1.7356851179770048
9273,substituted,1,0.4,1.4100475720627754
9274,paraphrased,1,0.4,1.18277537242189
9275,mixed_text,1,0.4,1.502806422257706
9276,human_baseline,0,0.4,1.019755546563738
9277,original_ai,1,0.4,1.4069091198982535
9278,translated,1,0.4,1.5365633358364454
9279,substituted,1,0.4,1.3406059844081897
9280,paraphrased,1,0.4,1.2137588797161367
9281,mixed_text,1,0.4,1.2678158813616178
9282,human_baseline,0,0.4,0.7093144104049721
9283,original_ai,1,0.4,1.112036591804593
9284,translated,1,0.4,1.118657249675372
9285,substituted,1,0.4,0.8937240067285096
9286,paraphrased,1,0.4,0.9402459068258604
9287,mixed_text,1,0.4,0.8811516714842079
9288,human_baseline,0,0.4,0.8817880677135516
9289,original_ai,1,0.4,2.521745935941901
9290,translated,1,0.4,1.7761708949289132
9291,substituted,1,0.4,1.380871841144537
9292,paraphrased,1,0.4,1.0590329175628854
9293,mixed_text,1,0.4,1.0323550743440215
9294,human_baseline,0,0.4,1.1143804757942728
9295,original_ai,1,0.4,1.5765941066169855
9296,translated,1,0.4,1.174276231942193
9297,substituted,1,0.4,0.9327551550767018
9298,paraphrased,1,0.4,0.9004561331442322
9299,mixed_text,1,0.4,1.3336926886435732
9300,human_baseline,0,0.4,1.0988104742632323
9301,original_ai,1,0.4,1.808946243547917
9302,translated,1,0.4,1.4852370151063732
9303,substituted,1,0.4,1.4571610708452083
9304,paraphrased,1,0.4,1.1322707808900132
9305,mixed_text,1,0.4,1.17344265997774
9306,human_baseline,0,0.4,0.7494876004401323
9307,original_ai,1,0.4,1.5499642935977893
9308,translated,1,0.4,1.3984263676319435
9309,substituted,1,0.4,1.3179345549555064
9310,paraphrased,1,0.4,1.1144557796786625
9311,mixed_text,1,0.4,0.9176934651778952
9312,human_baseline,0,0.4,1.5513264808657985
9313,original_ai,1,0.4,1.85140050578753
9314,translated,1,0.4,1.5150419253897651
9315,substituted,1,0.4,0.9898370186106756
9316,paraphrased,1,0.4,0.60297249482619
9317,mixed_text,1,0.4,1.660148823103773
9318,human_baseline,0,0.4,0.7008875346905604
9319,original_ai,1,0.4,2.432600853649648
9320,translated,1,0.4,1.3724723508123005
9321,substituted,1,0.4,1.1045879102666618
9322,paraphrased,1,0.4,1.0218553021780334
9323,mixed_text,1,0.4,1.1896447644364077
9324,human_baseline,0,0.4,1.0543603959998191
9325,original_ai,1,0.4,2.036695065225349
9326,translated,1,0.4,1.8240534251737148
9327,substituted,1,0.4,1.1844912141083723
9328,paraphrased,1,0.4,0.975548653488168
9329,mixed_text,1,0.4,1.8696375255042723
9330,human_baseline,0,0.4,1.0914195603665393
9331,original_ai,1,0.4,1.998925598792704
9332,translated,1,0.4,1.9912243588184888
9333,substituted,1,0.4,1.3073577827480458
9334,paraphrased,1,0.4,1.2017751440825466
9335,mixed_text,1,0.4,1.4450837425284675
9336,human_baseline,0,0.4,0.8984717255582307
9337,original_ai,1,0.4,1.8885826317322816
9338,translated,1,0.4,1.5063316109404556
9339,substituted,1,0.4,1.2061944729993168
9340,paraphrased,1,0.4,0.9903104168620332
9341,mixed_text,1,0.4,1.568055197374356
9342,human_baseline,0,0.4,1.2082003149235427
9343,original_ai,1,0.4,1.3027250796561107
9344,translated,1,0.4,1.2768510284116994
9345,substituted,1,0.4,0.898601773586066
9346,paraphrased,1,0.4,1.1130807039197417
9347,mixed_text,1,0.4,1.0517901900258813
9348,human_baseline,0,0.4,1.021258748410062
9349,original_ai,1,0.4,1.9604535085792807
9350,translated,1,0.4,2.0208004468161285
9351,substituted,1,0.4,1.0582254112423757
9352,paraphrased,1,0.4,1.2975856344683887
9353,mixed_text,1,0.4,1.1003643687449651
9354,human_baseline,0,0.4,1.3250990659642905
9355,original_ai,1,0.4,1.8384369145853885
9356,translated,1,0.4,1.6741855203053146
9357,substituted,1,0.4,1.553490699464814
9358,paraphrased,1,0.4,0.958268941314354
9359,mixed_text,1,0.4,1.4936144353759229
9360,human_baseline,0,0.4,0.798575154005456
9361,original_ai,1,0.4,2.1477418616132384
9362,translated,1,0.4,1.727201445439832
9363,substituted,1,0.4,0.980513655922102
9364,paraphrased,1,0.4,1.0854551065612716
9365,mixed_text,1,0.4,1.1446115197636764
9366,human_baseline,0,0.4,1.115481911417728
9367,original_ai,1,0.4,1.8814376080376385
9368,translated,1,0.4,2.1027548561446485
9369,substituted,1,0.4,0.9374661910491576
9370,paraphrased,1,0.4,1.380963995563544
9371,mixed_text,1,0.4,2.339078308262677
9372,human_baseline,0,0.4,1.3510231668077777
9373,original_ai,1,0.4,1.296229168310877
9374,translated,1,0.4,1.4624013606718664
9375,substituted,1,0.4,1.5511017354246832
9376,paraphrased,1,0.4,0.9783507165389508
9377,mixed_text,1,0.4,1.2292811880605663
9378,human_baseline,0,0.4,0.9352036441179378
9379,original_ai,1,0.4,2.3404052370363777
9380,translated,1,0.4,1.35254427692255
9381,substituted,1,0.4,1.0631309267326534
9382,paraphrased,1,0.4,1.493322765850007
9383,mixed_text,1,0.4,1.8686275359058693
9384,human_baseline,0,0.4,0.8779104331474479
9385,original_ai,1,0.4,2.402073608393968
9386,translated,1,0.4,1.648677679117237
9387,substituted,1,0.4,1.4367006948085863
9388,paraphrased,1,0.4,0.9809346255119944
9389,mixed_text,1,0.4,1.3900002163324678
9390,human_baseline,0,0.4,0.9166687741449568
9391,original_ai,1,0.4,2.316171008860942
9392,translated,1,0.4,2.038047981324497
9393,substituted,1,0.4,1.0503913336931712
9394,paraphrased,1,0.4,1.0018466537985828
9395,mixed_text,1,0.4,1.5935236944166695
9396,human_baseline,0,0.4,0.8465904942624674
9397,original_ai,1,0.4,1.4866700064847136
9398,translated,1,0.4,1.2934494776500844
9399,substituted,1,0.4,1.0100381746603238
9400,paraphrased,1,0.4,1.3076705346852409
9401,mixed_text,1,0.4,1.7143581564255208
9402,human_baseline,0,0.4,1.152633183107566
9403,original_ai,1,0.4,1.2405300379530382
9404,translated,1,0.4,0.9809747323809004
9405,substituted,1,0.4,1.0424673149682222
9406,paraphrased,1,0.4,0.9460042017360982
9407,mixed_text,1,0.4,1.0551758745651718
9408,human_baseline,0,0.4,0.91535643310507
9409,original_ai,1,0.4,1.3615345262434626
9410,translated,1,0.4,1.2271921172137288
9411,substituted,1,0.4,1.5812443287077145
9412,paraphrased,1,0.4,0.870780951440504
9413,mixed_text,1,0.4,1.2047551937570773
9414,human_baseline,0,0.4,0.7925306071146804
9415,original_ai,1,0.4,3.239326446920557
9416,translated,1,0.4,2.594916666995779
9417,substituted,1,0.4,2.2865040831068506
9418,paraphrased,1,0.4,1.4433969261925164
9419,mixed_text,1,0.4,0.8606641102678538
9420,human_baseline,0,0.4,0.9038607250630296
9421,original_ai,1,0.4,2.539985188901816
9422,translated,1,0.4,2.2176346355740715
9423,substituted,1,0.4,0.992783424536197
9424,paraphrased,1,0.4,1.8020402923688503
9425,mixed_text,1,0.4,1.292551923996499
9426,human_baseline,0,0.4,0.9230544106823064
9427,original_ai,1,0.4,2.140136411341401
9428,translated,1,0.4,1.536071800904617
9429,substituted,1,0.4,1.090232884160571
9430,paraphrased,1,0.4,1.2024023820734655
9431,mixed_text,1,0.4,1.120316596328582
9432,human_baseline,0,0.4,0.8052388133176042
9433,original_ai,1,0.4,1.2736885310200037
9434,translated,1,0.4,1.1050316327551089
9435,substituted,1,0.4,1.2346183175988172
9436,paraphrased,1,0.4,0.7060886927480189
9437,mixed_text,1,0.4,1.8012838732942853
9438,human_baseline,0,0.4,0.924927350794612
9439,original_ai,1,0.4,1.9436671367907083
9440,translated,1,0.4,1.7195623089508432
9441,substituted,1,0.4,1.0710468042954204
9442,paraphrased,1,0.4,1.257501007583547
9443,mixed_text,1,0.4,1.452725586215992
9444,human_baseline,0,0.4,0.7856990369994699
9445,original_ai,1,0.4,1.4627014813925827
9446,translated,1,0.4,1.2687606091792365
9447,substituted,1,0.4,1.1313409588163958
9448,paraphrased,1,0.4,2.274829515726541
9449,mixed_text,1,0.4,1.4717700315585451
9450,human_baseline,0,0.4,1.6504449059234287
9451,original_ai,1,0.4,2.4180646576613105
9452,translated,1,0.4,1.739604270294396
9453,substituted,1,0.4,2.4901216473803207
9454,paraphrased,1,0.4,1.804962295303064
9455,mixed_text,1,0.4,1.4866176229444887
9456,human_baseline,0,0.4,0.8299491718648182
9457,original_ai,1,0.4,1.593468292935606
9458,translated,1,0.4,1.3542531728443077
9459,substituted,1,0.4,1.4840054593647112
9460,paraphrased,1,0.4,0.8597518000359147
9461,mixed_text,1,0.4,1.0031424096559778
9462,human_baseline,0,0.4,1.1820885969019304
9463,original_ai,1,0.4,1.809937576994657
9464,translated,1,0.4,1.7697907223739062
9465,substituted,1,0.4,1.6718217454648987
9466,paraphrased,1,0.4,1.2623359264316854
9467,mixed_text,1,0.4,1.778194800952645
9468,human_baseline,0,0.4,1.4088755041651173
9469,original_ai,1,0.4,1.562379507090799
9470,translated,1,0.4,1.524470526041834
9471,substituted,1,0.4,1.258154328333527
9472,paraphrased,1,0.4,0.8158390024703848
9473,mixed_text,1,0.4,2.7705150442481346
9474,human_baseline,0,0.4,1.3022496608487255
9475,original_ai,1,0.4,1.7229762072503374
9476,translated,1,0.4,1.7010389266462809
9477,substituted,1,0.4,1.2792300275736954
9478,paraphrased,1,0.4,1.5457245894740137
9479,mixed_text,1,0.4,1.2127440562020968
9480,human_baseline,0,0.4,0.989133851301246
9481,original_ai,1,0.4,2.317393268236934
9482,translated,1,0.4,1.240510344485646
9483,substituted,1,0.4,1.2140044823957925
9484,paraphrased,1,0.4,0.977733886059864
9485,mixed_text,1,0.4,1.1479286543923073
9486,human_baseline,0,0.4,0.959843805866943
9487,original_ai,1,0.4,2.3224255548082144
9488,translated,1,0.4,2.079460604576643
9489,substituted,1,0.4,1.3256317037708487
9490,paraphrased,1,0.4,0.8483364501021576
9491,mixed_text,1,0.4,0.9846955145408246
9492,human_baseline,0,0.4,1.5084267937680162
9493,original_ai,1,0.4,1.0871479864240503
9494,translated,1,0.4,1.192240142815084
9495,substituted,1,0.4,1.40774071500056
9496,paraphrased,1,0.4,0.6051928889667237
9497,mixed_text,1,0.4,1.16939789277799
9498,human_baseline,0,0.4,1.0099764612836484
9499,original_ai,1,0.4,1.7192802886965703
9500,translated,1,0.4,1.197616431058983
9501,substituted,1,0.4,0.9942026424021752
9502,paraphrased,1,0.4,1.201869606328577
9503,mixed_text,1,0.4,1.0574311607895526
9504,human_baseline,0,0.4,0.7397859887800844
9505,original_ai,1,0.4,3.053602844045481
9506,translated,1,0.4,2.812685943720432
9507,substituted,1,0.4,0.9893642839875256
9508,paraphrased,1,0.4,0.859385895270744
9509,mixed_text,1,0.4,1.4162394085492167
9510,human_baseline,0,0.4,1.2511738455175554
9511,original_ai,1,0.4,1.8997776014619336
9512,translated,1,0.4,1.273455286580183
9513,substituted,1,0.4,1.002700256567028
9514,paraphrased,1,0.4,1.0632482224703248
9515,mixed_text,1,0.4,1.615608742393625
9516,human_baseline,0,0.4,0.8476299302964118
9517,original_ai,1,0.4,1.0941228617511902
9518,translated,1,0.4,1.0629886548076146
9519,substituted,1,0.4,1.0778323375103525
9520,paraphrased,1,0.4,1.7615223263988362
9521,mixed_text,1,0.4,1.198323295989843
9522,human_baseline,0,0.4,0.6977865800120584
9523,original_ai,1,0.4,1.283140449040279
9524,translated,1,0.4,1.4146540809000432
9525,substituted,1,0.4,1.2998687942981622
9526,paraphrased,1,0.4,1.1500007460495427
9527,mixed_text,1,0.4,1.1182696852301912
9528,human_baseline,0,0.4,1.199388105958433
9529,original_ai,1,0.4,2.0231243807664776
9530,translated,1,0.4,1.7091603852680015
9531,substituted,1,0.4,1.7627111371949244
9532,paraphrased,1,0.4,0.9959613193541428
9533,mixed_text,1,0.4,1.3590968566869883
9534,human_baseline,0,0.4,1.1418750447692694
9535,original_ai,1,0.4,1.6652904622572922
9536,translated,1,0.4,2.0731296272906667
9537,substituted,1,0.4,0.9801707415873164
9538,paraphrased,1,0.4,1.7752577164699517
9539,mixed_text,1,0.4,1.9544579056618296
9540,human_baseline,0,0.4,1.4848355950414531
9541,original_ai,1,0.4,2.4583210097486305
9542,translated,1,0.4,2.317523924945022
9543,substituted,1,0.4,1.418924131872542
9544,paraphrased,1,0.4,2.0162534778087604
9545,mixed_text,1,0.4,1.0842649722668425
9546,human_baseline,0,0.4,0.9092292211182864
9547,original_ai,1,0.4,1.7997221576671365
9548,translated,1,0.4,1.560476104886934
9549,substituted,1,0.4,1.5538190438982278
9550,paraphrased,1,0.4,1.0130540042743137
9551,mixed_text,1,0.4,1.5098266914953673
9552,human_baseline,0,0.4,0.9239931655844756
9553,original_ai,1,0.4,1.6533762891289527
9554,translated,1,0.4,1.5631705755291652
9555,substituted,1,0.4,1.6245260695658024
9556,paraphrased,1,0.4,0.5721697088575447
9557,mixed_text,1,0.4,1.513240570885085
9558,human_baseline,0,0.4,1.100798079470097
9559,original_ai,1,0.4,2.3895567161695217
9560,translated,1,0.4,1.9164557246659224
9561,substituted,1,0.4,1.147405887864887
9562,paraphrased,1,0.4,1.3128468629718448
9563,mixed_text,1,0.4,1.5941688672809955
9564,human_baseline,0,0.4,1.005236745438267
9565,original_ai,1,0.4,2.6875200738027063
9566,translated,1,0.4,1.2450393270180211
9567,substituted,1,0.4,1.185947271648344
9568,paraphrased,1,0.4,1.417216661602429
9569,mixed_text,1,0.4,1.214006206695062
9570,human_baseline,0,0.4,0.926877533348391
9571,original_ai,1,0.4,1.5838437835252708
9572,translated,1,0.4,1.4002321070617227
9573,substituted,1,0.4,1.3222001866499205
9574,paraphrased,1,0.4,1.1606033921098355
9575,mixed_text,1,0.4,1.388771315348521
9576,human_baseline,0,0.4,0.602523312556134
9577,original_ai,1,0.4,1.607322210007577
9578,translated,1,0.4,1.229891541809487
9579,substituted,1,0.4,1.0072466570135767
9580,paraphrased,1,0.4,0.6253533334283671
9581,mixed_text,1,0.4,1.144308527307096
9582,human_baseline,0,0.4,0.69345276764008
9583,original_ai,1,0.4,2.150013938756563
9584,translated,1,0.4,1.7990313154272108
9585,substituted,1,0.4,1.2379447142330096
9586,paraphrased,1,0.4,1.2011366608452865
9587,mixed_text,1,0.4,0.8974351106085471
9588,human_baseline,0,0.4,0.952466229433922
9589,original_ai,1,0.4,2.00311876665317
9590,translated,1,0.4,1.453442299942324
9591,substituted,1,0.4,1.2379468235709603
9592,paraphrased,1,0.4,1.345185347060103
9593,mixed_text,1,0.4,0.9019572868020872
9594,human_baseline,0,0.4,0.9805564552215534
9595,original_ai,1,0.4,2.191468540280728
9596,translated,1,0.4,1.645910843617144
9597,substituted,1,0.4,1.1821570358909377
9598,paraphrased,1,0.4,0.7938520551174637
9599,mixed_text,1,0.4,1.2163319490727045
9600,human_baseline,0,0.4,0.6674094266910446
9601,original_ai,1,0.4,2.568120742009595
9602,translated,1,0.4,1.9006945959706585
9603,substituted,1,0.4,1.5134422112170136
9604,paraphrased,1,0.4,1.1115507652795396
9605,mixed_text,1,0.4,1.0756060176882227
9606,human_baseline,0,0.4,0.802805784460678
9607,original_ai,1,0.4,2.447675716277718
9608,translated,1,0.4,2.0443714518696443
9609,substituted,1,0.4,1.394639818564292
9610,paraphrased,1,0.4,0.6823550562359664
9611,mixed_text,1,0.4,1.0452241735597303
9612,human_baseline,0,0.4,1.4146296686068265
9613,original_ai,1,0.4,1.5214637100669328
9614,translated,1,0.4,1.2765743901713678
9615,substituted,1,0.4,1.0272203309605543
9616,paraphrased,1,0.4,0.7827165378074913
9617,mixed_text,1,0.4,1.2622478566465978
9618,human_baseline,0,0.4,1.4505072007608943
9619,original_ai,1,0.4,1.8638231527415052
9620,translated,1,0.4,1.781053334973726
9621,substituted,1,0.4,1.0171224210800918
9622,paraphrased,1,0.4,1.1706207623447116
9623,mixed_text,1,0.4,1.3089898351179248
9624,human_baseline,0,0.4,0.8159269826799734
9625,original_ai,1,0.4,2.298712108477241
9626,translated,1,0.4,1.9473969816987895
9627,substituted,1,0.4,1.3737320533317567
9628,paraphrased,1,0.4,1.2975380337939988
9629,mixed_text,1,0.4,0.8477872637413002
9630,human_baseline,0,0.4,1.0174699323699508
9631,original_ai,1,0.4,1.415723112271604
9632,translated,1,0.4,1.548023994779714
9633,substituted,1,0.4,1.140495477729495
9634,paraphrased,1,0.4,1.3936910240648337
9635,mixed_text,1,0.4,1.0171960075487887
9636,human_baseline,0,0.4,0.974753016302654
9637,original_ai,1,0.4,1.472980732036627
9638,translated,1,0.4,1.419663055168927
9639,substituted,1,0.4,1.182477675647243
9640,paraphrased,1,0.4,1.2553520142788588
9641,mixed_text,1,0.4,1.0660429337500452
9642,human_baseline,0,0.4,0.9176683794038588
9643,original_ai,1,0.4,1.814912598699779
9644,translated,1,0.4,1.6095427850732391
9645,substituted,1,0.4,0.8851077586036505
9646,paraphrased,1,0.4,0.8853179842173899
9647,mixed_text,1,0.4,1.0766446915613357
9648,human_baseline,0,0.4,1.333013263138126
9649,original_ai,1,0.4,1.5154060714729989
9650,translated,1,0.4,1.107903250418027
9651,substituted,1,0.4,1.0236877115204297
9652,paraphrased,1,0.4,1.4237439823530769
9653,mixed_text,1,0.4,1.4903830880636932
9654,human_baseline,0,0.4,0.8776672328939416
9655,original_ai,1,0.4,1.2341192558674607
9656,translated,1,0.4,0.9433492814754604
