sample_id,text_type,label,attack_percentage,snr
1353,substituted,1,0.1,1.1076894706992546
1354,paraphrased,1,0.1,0.9363221357775942
1355,mixed_text,1,0.1,1.0624573718599182
1356,human_baseline,0,0.1,0.9409439494960996
1357,original_ai,1,0.1,3.2356568944983928
1358,translated,1,0.1,2.5065004956764487
1359,substituted,1,0.1,2.8253161424966677
1360,paraphrased,1,0.1,1.1741916895070836
1361,mixed_text,1,0.1,1.9012589558195017
1362,human_baseline,0,0.1,0.9957274007561966
1363,original_ai,1,0.1,1.7074950986829764
1364,translated,1,0.1,1.474945754641175
1365,substituted,1,0.1,1.6549777874537246
1366,paraphrased,1,0.1,1.317007075147779
1367,mixed_text,1,0.1,1.9053992445537131
1368,human_baseline,0,0.1,0.7634464332040851
1369,original_ai,1,0.1,1.736100610630527
1370,translated,1,0.1,1.6278499254265797
1371,substituted,1,0.1,1.8254292616431744
1372,paraphrased,1,0.1,1.547618055319664
1373,mixed_text,1,0.1,1.622939989845149
1374,human_baseline,0,0.1,1.116470534349573
1375,original_ai,1,0.1,1.3155773283587344
1376,translated,1,0.1,1.2444765419658057
1377,substituted,1,0.1,1.2720204078600543
1378,paraphrased,1,0.1,1.2816366994543769
1379,mixed_text,1,0.1,1.360819438480949
1380,human_baseline,0,0.1,1.0279816545944933
1381,original_ai,1,0.1,3.786807717445344
1382,translated,1,0.1,2.518294740996497
1383,substituted,1,0.1,2.347476043398347
1384,paraphrased,1,0.1,3.3141580096859378
1385,mixed_text,1,0.1,1.805679752001996
1386,human_baseline,0,0.1,1.2612481994671514
1387,original_ai,1,0.1,3.3183182444122217
1388,translated,1,0.1,3.124480912155659
1389,substituted,1,0.1,2.632730773853484
1390,paraphrased,1,0.1,2.803490909990316
1391,mixed_text,1,0.1,1.859063149567877
1392,human_baseline,0,0.1,1.379632423865876
1393,original_ai,1,0.1,1.546098408493891
1394,translated,1,0.1,2.032529927916259
1395,substituted,1,0.1,1.6059665048642169
1396,paraphrased,1,0.1,1.2131892284449624
1397,mixed_text,1,0.1,1.369379128760048
1398,human_baseline,0,0.1,0.8459790105939311
1399,original_ai,1,0.1,3.017806665821412
1400,translated,1,0.1,1.7593116205546695
1401,substituted,1,0.1,1.764697555816269
1402,paraphrased,1,0.1,1.3025568320944518
1403,mixed_text,1,0.1,1.324354543281216
1404,human_baseline,0,0.1,1.0959363587451754
1405,original_ai,1,0.1,2.163416672992394
1406,translated,1,0.1,1.916703289336957
1407,substituted,1,0.1,1.710679774498269
1408,paraphrased,1,0.1,1.826305599578358
1409,mixed_text,1,0.1,0.9911185041662796
1410,human_baseline,0,0.1,0.975264026843618
1411,original_ai,1,0.1,1.6120699545682893
1412,translated,1,0.1,1.399278315619943
1413,substituted,1,0.1,1.331776166880678
1414,paraphrased,1,0.1,0.931525357282422
1415,mixed_text,1,0.1,1.7161236116890997
1416,human_baseline,0,0.1,1.056487417365381
1417,original_ai,1,0.1,1.629987611482454
1418,translated,1,0.1,1.4295159558060069
1419,substituted,1,0.1,1.2151802167854115
1420,paraphrased,1,0.1,1.4461011516900817
1421,mixed_text,1,0.1,1.6282621204800616
1422,human_baseline,0,0.1,0.9217770802163572
1423,original_ai,1,0.1,1.2407896026288054
1424,translated,1,0.1,1.893712249568462
1425,substituted,1,0.1,1.512823873941718
1426,paraphrased,1,0.1,1.0212893517597266
1427,mixed_text,1,0.1,1.9809043007474247
1428,human_baseline,0,0.1,0.9181004785786728
1429,original_ai,1,0.1,1.402288315050264
1430,translated,1,0.1,1.4524068345732015
1431,substituted,1,0.1,1.1359022245551345
1432,paraphrased,1,0.1,1.1977582237298188
1433,mixed_text,1,0.1,1.3050356657658886
1434,human_baseline,0,0.1,1.0426448897307123
1435,original_ai,1,0.1,1.86027627944783
1436,translated,1,0.1,2.005338429211986
1437,substituted,1,0.1,1.7314952397033334
1438,paraphrased,1,0.1,1.3089679609319356
1439,mixed_text,1,0.1,2.423405964886846
1440,human_baseline,0,0.1,0.9295985546788996
1441,original_ai,1,0.1,1.657099607963179
1442,translated,1,0.1,1.7343534270488403
1443,substituted,1,0.1,1.899998230616051
1444,paraphrased,1,0.1,1.1581605794748546
1445,mixed_text,1,0.1,1.4582436675669437
1446,human_baseline,0,0.1,0.9837625144318886
1447,original_ai,1,0.1,2.7200915510009644
1448,translated,1,0.1,2.5113118187471453
1449,substituted,1,0.1,1.647004923845738
1450,paraphrased,1,0.1,1.018951952226655
1451,mixed_text,1,0.1,2.734689481599751
1452,human_baseline,0,0.1,0.9209380376564466
1453,original_ai,1,0.1,1.6977405431355872
1454,translated,1,0.1,1.2067713666781643
1455,substituted,1,0.1,1.067493104829592
1456,paraphrased,1,0.1,1.468888918624517
1457,mixed_text,1,0.1,1.562669703992262
1458,human_baseline,0,0.1,0.8584810651696467
1459,original_ai,1,0.1,2.440234395933427
1460,translated,1,0.1,2.4497467964905293
1461,substituted,1,0.1,1.3653662460615177
1462,paraphrased,1,0.1,1.5519540984362843
1463,mixed_text,1,0.1,1.210007211271821
1464,human_baseline,0,0.1,1.1028429969773956
1465,original_ai,1,0.1,1.4846733067268665
1466,translated,1,0.1,1.5564240101613525
1467,substituted,1,0.1,1.4966429545783475
1468,paraphrased,1,0.1,1.1510968327266446
1469,mixed_text,1,0.1,1.820548134324144
1470,human_baseline,0,0.1,1.047224376936226
1471,original_ai,1,0.1,1.2054111335621736
1472,translated,1,0.1,0.9795096658760132
1473,substituted,1,0.1,1.1100746815345233
1474,paraphrased,1,0.1,0.9195026703872582
1475,mixed_text,1,0.1,1.704936613039965
1476,human_baseline,0,0.1,1.036121054792315
1477,original_ai,1,0.1,2.6356829363543497
1478,translated,1,0.1,2.2525241368999955
1479,substituted,1,0.1,2.1857363890965886
1480,paraphrased,1,0.1,1.7600118794444033
1481,mixed_text,1,0.1,1.84410206323753
1482,human_baseline,0,0.1,1.068199441056629
1483,original_ai,1,0.1,1.745614151860853
1484,translated,1,0.1,1.656173355838116
1485,substituted,1,0.1,1.5208889142086215
1486,paraphrased,1,0.1,1.5289003574234268
1487,mixed_text,1,0.1,1.2796028463455016
1488,human_baseline,0,0.1,0.7469897457813504
1489,original_ai,1,0.1,1.704874125305927
1490,translated,1,0.1,1.2672416193626872
1491,substituted,1,0.1,1.346931281748872
1492,paraphrased,1,0.1,1.2708609539366609
1493,mixed_text,1,0.1,1.5544126054654326
1494,human_baseline,0,0.1,0.8835342865928534
1495,original_ai,1,0.1,2.292282318499034
1496,translated,1,0.1,2.0645145915770926
1497,substituted,1,0.1,1.8508314972745592
1498,paraphrased,1,0.1,2.0958903730012755
1499,mixed_text,1,0.1,1.7802474810741231
1500,human_baseline,0,0.1,0.8957448552968552
1501,original_ai,1,0.1,2.3709740867754747
1502,translated,1,0.1,2.193263947756574
1503,substituted,1,0.1,1.9372972708324607
1504,paraphrased,1,0.1,1.5005856778942284
1505,mixed_text,1,0.1,1.8843624037490203
1506,human_baseline,0,0.1,0.923072702014704
1507,original_ai,1,0.1,1.722853935169762
1508,translated,1,0.1,2.0807124691605448
1509,substituted,1,0.1,2.488365007064793
1510,paraphrased,1,0.1,1.5876450001877789
1511,mixed_text,1,0.1,1.9136806201898235
1512,human_baseline,0,0.1,0.9852150195045148
1513,original_ai,1,0.1,2.557724604377129
1514,translated,1,0.1,1.933390977727257
1515,substituted,1,0.1,1.3989837539200238
1516,paraphrased,1,0.1,1.457681671503203
1517,mixed_text,1,0.1,2.2572454647865925
1518,human_baseline,0,0.1,0.9455245285406249
1519,original_ai,1,0.1,1.8993043880358649
1520,translated,1,0.1,1.742567755206396
1521,substituted,1,0.1,1.2981982086522874
1522,paraphrased,1,0.1,1.4393304258991442
1523,mixed_text,1,0.1,1.5029154297882077
1524,human_baseline,0,0.1,1.0919525003306174
1525,original_ai,1,0.1,1.8019167128340725
1526,translated,1,0.1,1.47533019482115
1527,substituted,1,0.1,1.7905949859004242
1528,paraphrased,1,0.1,1.401185604935123
1529,mixed_text,1,0.1,1.733300128200591
1530,human_baseline,0,0.1,0.972352291432569
1531,original_ai,1,0.1,3.35120746342062
1532,translated,1,0.1,2.6532679242191275
1533,substituted,1,0.1,2.857634395132893
1534,paraphrased,1,0.1,1.5429709384592942
1535,mixed_text,1,0.1,1.838689036447154
1536,human_baseline,0,0.1,0.927350931301864
1537,original_ai,1,0.1,1.4392801320029789
1538,translated,1,0.1,1.4670027339783964
1539,substituted,1,0.1,1.2439079513388618
1540,paraphrased,1,0.1,1.0972925319767184
1541,mixed_text,1,0.1,1.6778040732544977
1542,human_baseline,0,0.1,1.2015054245539531
1543,original_ai,1,0.1,1.5717472911278505
1544,translated,1,0.1,1.6230116700871795
1545,substituted,1,0.1,1.9177544361175567
1546,paraphrased,1,0.1,1.0844431360195144
1547,mixed_text,1,0.1,1.8635322354912052
1548,human_baseline,0,0.1,0.7829015784932307
1549,original_ai,1,0.1,1.545655512998005
1550,translated,1,0.1,1.638414029651914
1551,substituted,1,0.1,1.6748362753316204
1552,paraphrased,1,0.1,0.6125040456355163
1553,mixed_text,1,0.1,1.611546721458854
1554,human_baseline,0,0.1,0.9304093463884596
1555,original_ai,1,0.1,1.2156985129849425
1556,translated,1,0.1,1.296547400972558
1557,substituted,1,0.1,1.2447404353717682
1558,paraphrased,1,0.1,1.687315978346685
1559,mixed_text,1,0.1,1.3534752148075304
1560,human_baseline,0,0.1,1.092442287458082
1561,original_ai,1,0.1,1.3053215676301368
1562,translated,1,0.1,1.2498108970943542
1563,substituted,1,0.1,1.1763632254810443
1564,paraphrased,1,0.1,0.9420714457528604
1565,mixed_text,1,0.1,1.2186738778905286
1566,human_baseline,0,0.1,1.9274766543484767
1567,original_ai,1,0.1,1.759412480166186
1568,translated,1,0.1,1.5737443133265594
1569,substituted,1,0.1,1.2905316336231205
1570,paraphrased,1,0.1,1.3603108028667572
1571,mixed_text,1,0.1,1.1890186768756847
1572,human_baseline,0,0.1,0.912606515657432
1573,original_ai,1,0.1,1.289389593694097
1574,translated,1,0.1,1.3954259253158272
1575,substituted,1,0.1,1.7464110351492197
1576,paraphrased,1,0.1,1.5142568798580158
1577,mixed_text,1,0.1,1.098669880559988
1578,human_baseline,0,0.1,0.7695147185723092
1579,original_ai,1,0.1,1.8273913354037283
1580,translated,1,0.1,1.5050896454068
1581,substituted,1,0.1,1.8138391102232407
1582,paraphrased,1,0.1,1.329628418897999
1583,mixed_text,1,0.1,1.426902412128529
1584,human_baseline,0,0.1,1.1366496003239537
1585,original_ai,1,0.1,1.15280355166917
1586,translated,1,0.1,1.1407035167169648
1587,substituted,1,0.1,1.6744715250196756
1588,paraphrased,1,0.1,1.270040156801452
1589,mixed_text,1,0.1,1.1476588984685627
1590,human_baseline,0,0.1,0.9023497380219722
1591,original_ai,1,0.1,1.8991792475974592
1592,translated,1,0.1,1.4898806728652485
1593,substituted,1,0.1,1.519563269181283
1594,paraphrased,1,0.1,1.205174774019058
1595,mixed_text,1,0.1,1.709535546325976
1596,human_baseline,0,0.1,0.7229243169610013
1597,original_ai,1,0.1,3.1563202036300573
1598,translated,1,0.1,2.5794431269365736
1599,substituted,1,0.1,2.0676783960662783
1600,paraphrased,1,0.1,2.0961133074908607
1601,mixed_text,1,0.1,1.8577017901119
1602,human_baseline,0,0.1,1.0385787761749627
1603,original_ai,1,0.1,1.9294716269693328
1604,translated,1,0.1,1.6098584964769005
1605,substituted,1,0.1,1.3621790008374868
1606,paraphrased,1,0.1,1.8509293571685683
1607,mixed_text,1,0.1,2.271926685337577
1608,human_baseline,0,0.1,0.8992298140330214
1609,original_ai,1,0.1,2.81783901440957
1610,translated,1,0.1,2.597163253118896
1611,substituted,1,0.1,1.4023367407654428
1612,paraphrased,1,0.1,1.1800128942022177
1613,mixed_text,1,0.1,2.011240366598648
1614,human_baseline,0,0.1,1.264625212560669
1615,original_ai,1,0.1,3.261805706250072
1616,translated,1,0.1,1.984839629610768
1617,substituted,1,0.1,2.264730372513545
1618,paraphrased,1,0.1,1.0959620277762068
1619,mixed_text,1,0.1,1.7455899250422524
1620,human_baseline,0,0.1,0.9734493733937428
1621,original_ai,1,0.1,1.1273913698279896
1622,translated,1,0.1,1.147867880967207
1623,substituted,1,0.1,1.0984081259011669
1624,paraphrased,1,0.1,0.9371427866882006
1625,mixed_text,1,0.1,1.0596799742603815
1626,human_baseline,0,0.1,0.9468090994704852
1627,original_ai,1,0.1,1.6928792882651251
1628,translated,1,0.1,1.566307483136928
1629,substituted,1,0.1,1.128862130971978
1630,paraphrased,1,0.1,1.2985142666916143
1631,mixed_text,1,0.1,1.7482891800261715
1632,human_baseline,0,0.1,0.962026666009964
1633,original_ai,1,0.1,3.4857781601640947
1634,translated,1,0.1,2.1042056715980952
1635,substituted,1,0.1,2.7327965722760625
1636,paraphrased,1,0.1,1.5699708578609122
1637,mixed_text,1,0.1,2.8695902675596403
1638,human_baseline,0,0.1,1.056337027319927
1639,original_ai,1,0.1,1.0973464722760649
1640,translated,1,0.1,1.0723149160733922
1641,substituted,1,0.1,1.1941290458323486
1642,paraphrased,1,0.1,0.9753766704222256
1643,mixed_text,1,0.1,1.9904689484165607
1644,human_baseline,0,0.1,1.3632504696338985
1645,original_ai,1,0.1,1.8878021494687507
1646,translated,1,0.1,1.7352510115995743
1647,substituted,1,0.1,1.380140293745041
1648,paraphrased,1,0.1,1.408201729184794
1649,mixed_text,1,0.1,1.7160604127547048
1650,human_baseline,0,0.1,1.013779904202639
1651,original_ai,1,0.1,1.742836289304844
1652,translated,1,0.1,1.5392714643189165
1653,substituted,1,0.1,1.2333847945590155
1654,paraphrased,1,0.1,1.352337349257056
1655,mixed_text,1,0.1,1.6190514536538367
1656,human_baseline,0,0.1,0.6755548872374805
1657,original_ai,1,0.1,1.4244648175157986
1658,translated,1,0.1,1.4343142873132309
1659,substituted,1,0.1,1.4538199441477146
1660,paraphrased,1,0.1,1.2141230835313734
1661,mixed_text,1,0.1,1.7555684118835724
1662,human_baseline,0,0.1,0.8666350758646533
1663,original_ai,1,0.1,1.6275848689025447
1664,translated,1,0.1,1.556492320218577
1665,substituted,1,0.1,1.5555017726286906
1666,paraphrased,1,0.1,1.4004616463244248
1667,mixed_text,1,0.1,1.24983344903875
1668,human_baseline,0,0.1,0.965929385039526
1669,original_ai,1,0.1,2.467116415720185
1670,translated,1,0.1,1.7903384141411407
1671,substituted,1,0.1,2.2042505592652497
1672,paraphrased,1,0.1,1.9588468017598129
1673,mixed_text,1,0.1,1.4694412885938786
1674,human_baseline,0,0.1,1.1128568779514387
1675,original_ai,1,0.1,1.4206804278347562
1676,translated,1,0.1,1.195751093334195
1677,substituted,1,0.1,1.1653136900740098
1678,paraphrased,1,0.1,0.2906417013005326
1679,mixed_text,1,0.1,1.5357564787938611
1680,human_baseline,0,0.1,0.7757658753552352
1681,original_ai,1,0.1,2.0926993651936825
1682,translated,1,0.1,2.0912186749354733
1683,substituted,1,0.1,1.6889999133894429
1684,paraphrased,1,0.1,1.3357672458346586
1685,mixed_text,1,0.1,1.5052766991734965
1686,human_baseline,0,0.1,0.9234792851241084
1687,original_ai,1,0.1,1.615431568722823
1688,translated,1,0.1,1.631734482051057
1689,substituted,1,0.1,1.8081392346176797
1690,paraphrased,1,0.1,1.2578998021898633
1691,mixed_text,1,0.1,1.3171479868894778
1692,human_baseline,0,0.1,0.9474112864827072
1693,original_ai,1,0.1,2.933516080640478
1694,translated,1,0.1,1.9082083243652648
1695,substituted,1,0.1,1.8637124926367925
1696,paraphrased,1,0.1,1.7689410027696697
1697,mixed_text,1,0.1,1.6900673442885132
1698,human_baseline,0,0.1,0.9367564861498026
1699,original_ai,1,0.1,2.6560820715657143
1700,translated,1,0.1,1.916936988909504
1701,substituted,1,0.1,2.044691059930664
1702,paraphrased,1,0.1,1.1212006982218858
1703,mixed_text,1,0.1,1.4933869166037228
1704,human_baseline,0,0.1,1.1190050473732986
1705,original_ai,1,0.1,2.282825727382137
1706,translated,1,0.1,1.5770716904562556
1707,substituted,1,0.1,1.9281835575405677
1708,paraphrased,1,0.1,1.051611406130225
1709,mixed_text,1,0.1,1.831671411270836
1710,human_baseline,0,0.1,0.7181724547151679
1711,original_ai,1,0.1,1.263446878964385
1712,translated,1,0.1,1.0046671638840912
1713,substituted,1,0.1,0.9738266508715578
1714,paraphrased,1,0.1,1.3227166868250355
1715,mixed_text,1,0.1,1.0593998642212472
1716,human_baseline,0,0.1,1.1436720121245572
1717,original_ai,1,0.1,1.2450936323008066
1718,translated,1,0.1,1.152115840797208
1719,substituted,1,0.1,1.1482831512501483
1720,paraphrased,1,0.1,1.1285366171365647
1721,mixed_text,1,0.1,1.2198521140384284
1722,human_baseline,0,0.1,0.9384742906550564
1723,original_ai,1,0.1,2.1281353880096234
1724,translated,1,0.1,2.30158378853052
1725,substituted,1,0.1,1.355958683984127
1726,paraphrased,1,0.1,1.002083672138817
1727,mixed_text,1,0.1,2.396543362986854
1728,human_baseline,0,0.1,0.669547296087631
1729,original_ai,1,0.1,1.4986295569448915
1730,translated,1,0.1,1.3165024903025349
1731,substituted,1,0.1,1.3479626973454286
1732,paraphrased,1,0.1,0.9665827056651388
1733,mixed_text,1,0.1,1.8240873841501968
1734,human_baseline,0,0.1,0.7877616127915866
1735,original_ai,1,0.1,1.5383120869515683
1736,translated,1,0.1,1.2202615971561714
1737,substituted,1,0.1,1.1106533861980037
1738,paraphrased,1,0.1,1.4351293771444795
1739,mixed_text,1,0.1,1.1919858436806023
1740,human_baseline,0,0.1,0.6988994670117062
1741,original_ai,1,0.1,1.4374891814830586
1742,translated,1,0.1,1.3072793010083783
1743,substituted,1,0.1,2.492948845718037
1744,paraphrased,1,0.1,1.2748780120771954
1745,mixed_text,1,0.1,1.403138542892797
1746,human_baseline,0,0.1,1.1018424368483135
1747,original_ai,1,0.1,1.6468127870825373
1748,translated,1,0.1,1.536361146075909
1749,substituted,1,0.1,1.562191001730114
1750,paraphrased,1,0.1,1.193885295436586
1751,mixed_text,1,0.1,1.6281382187507192
1752,human_baseline,0,0.1,1.1879159278374616
1753,original_ai,1,0.1,1.5904940963928544
1754,translated,1,0.1,1.4391112448587922
1755,substituted,1,0.1,1.2404236967538655
1756,paraphrased,1,0.1,1.1727874706572463
1757,mixed_text,1,0.1,1.5441859686106445
1758,human_baseline,0,0.1,0.8814311705020825
1759,original_ai,1,0.1,2.4387442820775447
1760,translated,1,0.1,2.4422074164212377
1761,substituted,1,0.1,1.7058928559787516
1762,paraphrased,1,0.1,2.284948248793055
1763,mixed_text,1,0.1,1.864681740804475
1764,human_baseline,0,0.1,0.8205199798142226
1765,original_ai,1,0.1,2.993440843328673
1766,translated,1,0.1,2.7591048893785484
1767,substituted,1,0.1,2.4713691329396448
1768,paraphrased,1,0.1,2.331328963180032
1769,mixed_text,1,0.1,2.458469160724017
1770,human_baseline,0,0.1,0.95029890225521
1771,original_ai,1,0.1,2.604487308995365
1772,translated,1,0.1,2.4238992811669497
1773,substituted,1,0.1,1.5991329503780916
1774,paraphrased,1,0.1,1.9730193264796545
1775,mixed_text,1,0.1,2.051381658469712
1776,human_baseline,0,0.1,0.745895708867322
1777,original_ai,1,0.1,2.205413279026514
1778,translated,1,0.1,1.9730487856370416
1779,substituted,1,0.1,1.7093627702988543
1780,paraphrased,1,0.1,1.7871840764677416
1781,mixed_text,1,0.1,2.385597458905029
1782,human_baseline,0,0.1,0.8345934973517435
1783,original_ai,1,0.1,1.7964497215605806
1784,translated,1,0.1,1.4627849481307356
1785,substituted,1,0.1,1.940479659995537
1786,paraphrased,1,0.1,1.4484002867367272
1787,mixed_text,1,0.1,1.172421016586085
1788,human_baseline,0,0.1,0.8702634290181192
1789,original_ai,1,0.1,1.917007351761324
1790,translated,1,0.1,1.5579857998371152
1791,substituted,1,0.1,1.433321037892204
1792,paraphrased,1,0.1,1.6209987706142537
1793,mixed_text,1,0.1,2.012943140589097
1794,human_baseline,0,0.1,1.005664797594188
1795,original_ai,1,0.1,1.1856758653949064
1796,translated,1,0.1,1.200753366645917
1797,substituted,1,0.1,1.2695091743844595
1798,paraphrased,1,0.1,1.6108470979039202
1799,mixed_text,1,0.1,1.1409905889037109
1800,human_baseline,0,0.1,1.281757044177509
1801,original_ai,1,0.1,2.7085747892127725
1802,translated,1,0.1,2.319479327533016
1803,substituted,1,0.1,1.5519857165167688
1804,paraphrased,1,0.1,1.34074793461348
1805,mixed_text,1,0.1,2.901614245558469
1806,human_baseline,0,0.1,0.8467501023434792
1807,original_ai,1,0.1,1.2305057974193043
1808,translated,1,0.1,1.3890557976837534
1809,substituted,1,0.1,0.978789432304092
1810,paraphrased,1,0.1,1.194319572500677
1811,mixed_text,1,0.1,0.857788565763155
1812,human_baseline,0,0.1,0.7963694759840829
1813,original_ai,1,0.1,1.7659207698818074
1814,translated,1,0.1,1.7060511390898103
1815,substituted,1,0.1,2.1301419268034665
1816,paraphrased,1,0.1,1.4866929755705602
1817,mixed_text,1,0.1,1.5858718643226752
1818,human_baseline,0,0.1,0.750404020456042
1819,original_ai,1,0.1,1.3652921526480708
1820,translated,1,0.1,1.2278216563795492
1821,substituted,1,0.1,1.2126555027374462
1822,paraphrased,1,0.1,1.2069729546192296
1823,mixed_text,1,0.1,1.5672131141334251
1824,human_baseline,0,0.1,0.7738801164626514
1825,original_ai,1,0.1,2.168624043181718
1826,translated,1,0.1,2.0060889428087707
1827,substituted,1,0.1,1.7418064850928991
1828,paraphrased,1,0.1,1.474197678385634
1829,mixed_text,1,0.1,2.425573186796964
1830,human_baseline,0,0.1,0.7909961030178233
1831,original_ai,1,0.1,3.0556440726200806
1832,translated,1,0.1,2.8687284084477023
1833,substituted,1,0.1,1.9142494562755528
1834,paraphrased,1,0.1,1.6818219338494556
1835,mixed_text,1,0.1,1.5532450142663403
1836,human_baseline,0,0.1,1.4392256989895624
1837,original_ai,1,0.1,2.1692546712091203
1838,translated,1,0.1,1.5234723451542085
1839,substituted,1,0.1,1.1860738768780223
1840,paraphrased,1,0.1,1.1977024022582246
1841,mixed_text,1,0.1,1.2396740846604462
1842,human_baseline,0,0.1,0.7827180580336986
1843,original_ai,1,0.1,1.2116323316188526
1844,translated,1,0.1,1.2147755530191453
1845,substituted,1,0.1,0.9698243871372818
1846,paraphrased,1,0.1,1.05162830060201
1847,mixed_text,1,0.1,1.3733194376776856
1848,human_baseline,0,0.1,1.1209287671008816
1849,original_ai,1,0.1,1.6551006900456016
1850,translated,1,0.1,1.579361963057804
1851,substituted,1,0.1,1.7172654693880969
1852,paraphrased,1,0.1,1.4879147664394727
1853,mixed_text,1,0.1,1.8003802791697816
1854,human_baseline,0,0.1,1.0256197860467111
1855,original_ai,1,0.1,1.5910279082207135
1856,translated,1,0.1,1.7477622845904102
1857,substituted,1,0.1,1.435200474106607
1858,paraphrased,1,0.1,1.039240144053513
1859,mixed_text,1,0.1,2.109705422934037
1860,human_baseline,0,0.1,1.4770214873967231
1861,original_ai,1,0.1,1.559896996956009
1862,translated,1,0.1,1.5677511576057066
1863,substituted,1,0.1,1.6168979826070806
1864,paraphrased,1,0.1,1.581326683914233
1865,mixed_text,1,0.1,1.0104274957800332
1866,human_baseline,0,0.1,0.8188250910428275
1867,original_ai,1,0.1,1.9195296446123868
1868,translated,1,0.1,1.9180190509595396
1869,substituted,1,0.1,1.7818722944150491
1870,paraphrased,1,0.1,1.3699749805839645
1871,mixed_text,1,0.1,2.785233661676088
1872,human_baseline,0,0.1,0.8479227519237196
1873,original_ai,1,0.1,2.537911771350024
1874,translated,1,0.1,2.154230033506789
1875,substituted,1,0.1,1.752722261028389
1876,paraphrased,1,0.1,1.8738983237970608
1877,mixed_text,1,0.1,1.3027307778990007
1878,human_baseline,0,0.1,0.964430024388418
1879,original_ai,1,0.1,1.595945039680028
1880,translated,1,0.1,1.9394057763398072
1881,substituted,1,0.1,2.3218029062678696
1882,paraphrased,1,0.1,1.6430452871747656
1883,mixed_text,1,0.1,1.4468638117500474
1884,human_baseline,0,0.1,0.6957975557542868
1885,original_ai,1,0.1,1.879752612181758
1886,translated,1,0.1,1.1700493164730803
1887,substituted,1,0.1,2.253383164170069
1888,paraphrased,1,0.1,1.2545858748079572
1889,mixed_text,1,0.1,1.9417995910876955
1890,human_baseline,0,0.1,1.2046675697333813
1891,original_ai,1,0.1,1.3521201962298108
1892,translated,1,0.1,1.2599951633967796
1893,substituted,1,0.1,1.207082702766792
1894,paraphrased,1,0.1,1.192155256154759
1895,mixed_text,1,0.1,1.5002360337699885
1896,human_baseline,0,0.1,1.1274554360086997
1897,original_ai,1,0.1,1.9005198385571245
1898,translated,1,0.1,1.7560182983693329
1899,substituted,1,0.1,1.3150808993281455
1900,paraphrased,1,0.1,1.4067950253338384
1901,mixed_text,1,0.1,1.793195182429136
1902,human_baseline,0,0.1,1.6859577725910109
1903,original_ai,1,0.1,1.271823136150212
1904,translated,1,0.1,1.274144322820064
1905,substituted,1,0.1,1.1444787966897965
1906,paraphrased,1,0.1,1.376502153610144
1907,mixed_text,1,0.1,1.3334857155517137
1908,human_baseline,0,0.1,1.2450541994404798
1909,original_ai,1,0.1,1.1226877538229512
1910,translated,1,0.1,1.1203529610905756
1911,substituted,1,0.1,1.037994989197962
1912,paraphrased,1,0.1,1.1251396870965635
1913,mixed_text,1,0.1,1.2431791365579694
1914,human_baseline,0,0.1,0.8607912447352373
1915,original_ai,1,0.1,1.5062927229301737
1916,translated,1,0.1,1.548480901525635
1917,substituted,1,0.1,1.140901758951428
1918,paraphrased,1,0.1,1.3829574978126582
1919,mixed_text,1,0.1,1.2640497327551563
1920,human_baseline,0,0.1,0.9813596890286252
1921,original_ai,1,0.1,2.505241614549156
1922,translated,1,0.1,1.615349455490123
1923,substituted,1,0.1,2.152647097391894
1924,paraphrased,1,0.1,1.0892498099226184
1925,mixed_text,1,0.1,1.8369404635233395
1926,human_baseline,0,0.1,1.311881847490915
1927,original_ai,1,0.1,1.6283635115292252
1928,translated,1,0.1,1.9681487184874056
1929,substituted,1,0.1,1.891829192062631
1930,paraphrased,1,0.1,1.2331234505442863
1931,mixed_text,1,0.1,2.019639267706783
1932,human_baseline,0,0.1,1.4032162103169945
1933,original_ai,1,0.1,1.4472451846256338
1934,translated,1,0.1,1.4210246117503176
1935,substituted,1,0.1,1.318329152035959
1936,paraphrased,1,0.1,1.3755818730245828
1937,mixed_text,1,0.1,1.3540249648938618
1938,human_baseline,0,0.1,1.0517189869509411
1939,original_ai,1,0.1,1.2606510462520495
1940,translated,1,0.1,1.3555757853071329
1941,substituted,1,0.1,1.4983366233928772
1942,paraphrased,1,0.1,0.970413548991682
1943,mixed_text,1,0.1,1.3791822696935985
1944,human_baseline,0,0.1,1.166469947299506
1945,original_ai,1,0.1,1.1684766645222924
1946,translated,1,0.1,1.0871307139435284
1947,substituted,1,0.1,1.0602639872999176
1948,paraphrased,1,0.1,1.289880499569716
1949,mixed_text,1,0.1,1.3489480172381103
1950,human_baseline,0,0.1,0.8173068566076519
1951,original_ai,1,0.1,2.7413815782093955
1952,translated,1,0.1,2.1855905087306016
1953,substituted,1,0.1,1.7962459568330824
1954,paraphrased,1,0.1,1.5788178798180226
1955,mixed_text,1,0.1,1.7677105094779595
1956,human_baseline,0,0.1,0.6112783012055344
1957,original_ai,1,0.1,2.105409362225366
1958,translated,1,0.1,1.8763838912193709
1959,substituted,1,0.1,2.3897148300161914
1960,paraphrased,1,0.1,1.1328523824989651
1961,mixed_text,1,0.1,1.580642972760208
1962,human_baseline,0,0.1,1.1703811028676347
1963,original_ai,1,0.1,1.3110913596850786
1964,translated,1,0.1,1.3554341079111345
1965,substituted,1,0.1,1.4024997985069805
1966,paraphrased,1,0.1,1.5550967462458565
1967,mixed_text,1,0.1,1.1849649198239065
1968,human_baseline,0,0.1,0.7170450004835128
